ra,dec,classe,g,i,r,u,z,subclasse,redshift
174.92203,-3.0007604,GALAXY,11.366218,24.419485,18.480558,5.622749,28.114292,STARFORMING,0.05989
174.50673,-2.8961086,GALAXY,28.376389,89.77250699999998,62.327728,9.928226,110.710304,STARFORMING,0.07359199999999999
174.3123,-2.9348807,GALAXY,21.968159,106.693176,62.314381,5.700729,152.59764099999995,STARFORMING,0.101903
174.81411,-2.6868662,GALAXY,13.998862,64.434822,36.737919,4.612609,87.303696,STARBURST,0.104069
174.35457,-2.8716072,GALAXY,13.748886,39.411976,26.992163,6.520507,50.081661,STARFORMING,0.121712
174.54034,-2.7816711,GALAXY,23.261021,59.259563,42.276302,9.568089,74.50032,STARFORMING,0.05242
174.42472,-3.2942915,GALAXY,14.453537,36.151375,25.66153,6.62091,41.878098,STARFORMING,0.085023
174.26649,-3.5165171,GALAXY,19.493299,54.66884200000001,37.795925,6.908538,64.35844399999999,STARFORMING,0.121563
174.15178999999998,-3.6182897000000005,GALAXY,19.214071,77.019058,48.196758,4.624583,105.777496,STARFORMING,0.061773
174.35221,-3.2177477999999997,GALAXY,24.346895,77.229027,51.293392,10.854164,96.711563,STARFORMING,0.138593
174.12437,-3.5942686000000004,GALAXY,40.088814,182.909973,115.822395,10.701264,248.63475,AGN,0.107719
173.86127,-3.30695,GALAXY,32.129555,94.664864,65.024712,14.546939000000002,114.518425,STARFORMING,0.077419
174.09468,-3.5770185,GALAXY,18.209026,36.24691,27.956703000000005,9.040947,40.901611,STARFORMING,0.062113
174.09473,-2.8245014999999998,GALAXY,39.676163,109.642281,75.81663499999998,19.75054,138.164078,STARFORMING,0.0447
174.10519,-2.9437523,GALAXY,16.927536,48.447681,33.492687,7.702281,61.79678000000001,STARFORMING,0.049772
173.82648999999998,-2.7740598999999997,GALAXY,32.775837,91.984406,65.306618,12.648046,114.819763,STARFORMING,0.03954
173.81095,-3.1542215000000002,GALAXY,17.734491000000006,40.94746,30.46623,9.788914,46.697437,STARFORMING,0.029723000000000006
212.64092999999997,34.821876,GALAXY,2.263498,16.950459,9.593521,0.743368,24.802116,AGN,0.34176
222.43052999999998,52.210735,GALAXY,24.755802,47.207653,36.20536,13.130342,50.381943,STARBURST,0.097501
222.39298,52.064035,GALAXY,20.859245,60.040535,41.704296,9.840827,72.95240799999998,STARFORMING,0.095067
222.38746,52.600625,GALAXY,29.057739,67.54735600000001,48.77681,12.763998,76.204262,STARFORMING,0.081457
221.84313999999998,51.54038,GALAXY,10.031069,16.168791,12.983305,8.251914999999999,18.532408,STARBURST,0.037124
236.912,40.554809999999996,GALAXY,17.729378,42.703663,30.658319,7.386386,50.127293,STARFORMING,0.047015
236.94765,40.354006,GALAXY,20.255249,41.673916,32.114311,11.877736,47.230614,STARFORMING,0.030834
237.01632,41.374253,GALAXY,102.948677,294.091553,205.226196,48.498615,369.339142,STARFORMING,0.03259
237.04719,41.225404,GALAXY,23.1036,68.787727,46.545807,7.658759,84.224136,STARFORMING,0.076566
237.02168999999998,41.351258,GALAXY,22.377993,61.578552,42.016964,8.878752,73.021652,STARFORMING,0.075671
236.75835,41.547677,GALAXY,16.095112,53.34271999999999,35.289158,7.901947,65.57338,STARFORMING,0.14141099999999998
236.79997000000003,41.474996999999995,GALAXY,35.759048,117.386284,79.19564100000002,16.405829999999998,140.790359,STARFORMING,0.202395
163.32385,7.1945763,GALAXY,39.645641,107.943764,75.29306,18.445971,132.891937,STARFORMING,0.046154
163.12965,7.2249132,GALAXY,153.550858,407.374603,290.733307,74.479515,516.46875,STARFORMING,0.021737
163.36539,7.138492200000001,GALAXY,20.422749,57.47841999999999,38.74929,10.86211,68.662308,STARFORMING,0.124168
163.24541000000002,7.9257643,GALAXY,14.313047,27.624512,22.474251,7.274992,30.170483,STARFORMING,0.022281
163.58463,7.7546935,GALAXY,21.635365,39.64582100000001,31.639526,9.863803,46.476032,STARFORMING,0.046556
163.62532,7.651480800000001,GALAXY,20.594969,69.548889,45.844067,9.08379,90.699181,STARFORMING,0.088489
163.45889,7.9403685,GALAXY,14.199868,62.511814,37.547955,5.873793,83.267838,STARFORMING,0.160602
163.48905,7.860948,GALAXY,15.605964000000002,35.834518,26.102093,8.933249,41.36665,STARFORMING,0.09926
163.69063,7.625495699999999,GALAXY,14.739716,27.20187,23.634676,12.7303,21.504154,STARBURST,0.183944
163.87201000000002,7.5432897,GALAXY,45.425606,123.813576,81.821487,21.131203,145.76538100000005,STARBURST,0.05317
163.62456,7.3351535000000005,GALAXY,18.855579,43.618404,30.423588,6.797396000000001,44.284527,STARFORMING,0.07141499999999999
163.90662,7.429593700000001,GALAXY,33.663971000000004,84.628799,59.99835600000001,14.743505,97.854652,STARFORMING,0.085268
163.95441,7.2455815999999995,GALAXY,41.547512,104.082024,69.59925799999999,20.944235,116.158089,STARBURST,0.06513200000000001
163.64407,7.161875200000001,GALAXY,75.01260400000002,184.794785,131.60876499999998,27.603806,215.972015,STARFORMING,0.052302
173.94958,-1.7631628000000001,GALAXY,33.148067,74.920837,56.097427,14.140832,90.463036,STARFORMING,0.0469
174.33691000000002,-1.4163705,GALAXY,16.595137,69.64136500000001,42.285938,6.489187,93.837906,STARFORMING,0.143727
174.35214,-2.0974063,GALAXY,49.01968,176.160828,104.380211,22.85573,224.80232200000003,STARFORMING,0.078563
174.2469,-1.8747081,GALAXY,13.390898000000002,40.688419,26.419336,7.453639999999999,52.851162,STARFORMING,0.047789
175.05143,-1.3465933,GALAXY,48.869942,176.164597,118.252495,14.61723,225.898056,BROADLINE,0.077073
175.05661,-1.5479666,GALAXY,71.403114,255.497482,168.103455,24.641716,337.722321,BROADLINE,0.046716
174.82897,-1.3383633999999998,GALAXY,58.096977,223.14592,141.020386,19.542198000000006,301.173187,BROADLINE,0.046409
175.04797,-1.2305635,GALAXY,12.866434,53.79846600000001,33.006531,5.406713,72.881111,STARFORMING,0.130144
174.97507,-1.5401093000000001,GALAXY,19.751057,45.549347,33.214690999999995,11.440363,53.183937,STARFORMING,0.077677
174.99563,-1.2140592,GALAXY,4.613839,48.548096,26.513729,1.4421620000000002,67.381271,BROADLINE,0.354831
175.06021,-1.5260468999999999,GALAXY,17.913881,47.990578,33.429276,8.780025,59.317265,STARFORMING,0.073736
174.90419,-1.2592345,GALAXY,15.528618,27.729143,21.58124,8.787258999999999,30.007416,STARBURST,0.077085
175.15233999999998,-2.0512311000000003,GALAXY,27.502401000000006,81.736137,56.256237,11.489794,102.419098,STARFORMING,0.091309
237.78014,40.31151,GALAXY,12.0549,34.964317,23.904119,5.2385150000000005,42.322014,STARFORMING,0.061963
237.63764,40.063697999999995,GALAXY,36.354626,115.547569,77.23221600000002,11.744191,142.584732,STARFORMING,0.077017
134.71893,49.678288,GALAXY,14.45548,41.908119,28.40209,8.028323,56.45269,STARFORMING,0.027239
134.3912,49.643714,GALAXY,25.438681,60.069611,43.867065,13.251581,76.224434,STARFORMING,0.03839
134.52645,49.829833,GALAXY,6.23355,11.912105,9.649142,4.073462,12.311222,STARFORMING,0.038344
134.4092,49.609312,GALAXY,34.319472999999995,53.412678,43.284771,29.380102,59.295547,STARBURST,0.03817
134.41637,50.395121,GALAXY,22.337059,77.709137,52.268814,8.150736,98.453232,AGN,0.094015
134.64967,50.313905,GALAXY,26.874998,71.92903100000002,49.027077,16.300304,92.310661,STARFORMING,0.037977
134.22477,49.696162,GALAXY,11.696024,23.641619,17.596619,7.610846,27.577295,STARFORMING,0.05573
134.11037,49.46861,GALAXY,17.467776999999998,61.75423000000001,39.805435,7.187073,80.583511,STARFORMING,0.118623
134.24606,49.569385,GALAXY,102.559662,290.284515,205.603531,41.90707800000001,363.065704,BROADLINE,0.027327
134.04944,50.155965,GALAXY,31.881908000000006,97.577393,66.638649,14.331719,124.083153,STARFORMING,0.093963
149.63143,2.8682156,GALAXY,7.141806,40.403229,26.991827,2.199155,50.811966,BROADLINE,0.353089
149.26654,2.5792166,GALAXY,21.733921,57.958916,41.869423,9.51108,70.622421,STARFORMING,0.092896
149.33087,2.6337202,GALAXY,29.483072,81.23869300000001,59.022209,11.778647,99.946472,STARFORMING,0.100095
149.29863,2.5625687999999998,GALAXY,51.25835,131.010956,95.610184,23.797976,159.434662,STARFORMING,0.101395
149.15601999999998,2.2238504,GALAXY,15.325529,24.389881,20.777731,8.584196,26.211161,STARFORMING,0.080475
149.23651,1.9847894,GALAXY,25.627539,65.86128199999999,50.198479,10.064283,79.291832,STARFORMING,0.080333
149.42087,2.0709682000000003,GALAXY,10.899407,20.760635,16.546801000000002,6.977753,23.49688,STARFORMING,0.07043200000000001
149.17077,2.1708324,GALAXY,23.875635,76.873985,52.4846,9.53548,101.736145,STARFORMING,0.031887
149.18374,1.9543104,GALAXY,11.552188,47.259312,30.705589,5.475969,60.255859,STARFORMING,0.219338
149.49774,2.4695767,GALAXY,24.723976,64.712204,47.952522,12.076062,75.334076,AGN,0.119431
321.79463,-0.62788056,GALAXY,3.820903,11.798478,6.614345,2.151583,15.058006,BROADLINE,0.693339
187.00746999999998,11.489251,GALAXY,18.386753,34.043312,25.903048,9.305254,32.423569,STARBURST,0.115851
187.13043000000002,11.28314,GALAXY,19.520487,82.34162099999998,51.22247700000001,6.785842,111.719429,STARFORMING,0.088305
187.20705,11.564674,GALAXY,9.93802,66.761032,40.804859,2.572446,86.578278,AGN,0.21698
327.23971,0.21552722,GALAXY,2.238904,3.496514,2.721164,0.405206,4.174397,STARBURST,0.052504
221.1699,21.897306,GALAXY,12.764405,26.537022,20.904564,7.062246000000001,31.156017,STARFORMING,0.034956
220.82401000000002,22.181581,GALAXY,49.417709,96.532555,74.777229,33.227337,113.521149,STARFORMING,0.032941000000000005
220.76471,22.211807999999998,GALAXY,43.575115,85.369209,66.225952,36.831875,99.253906,STARBURST,0.030045
221.11747999999997,22.529870000000003,GALAXY,41.252594,157.46936000000005,99.013641,15.846769,214.079803,STARFORMING,0.0308
221.08067999999997,22.316436,GALAXY,27.679585,60.755852,44.559444,13.929301999999998,69.144104,STARFORMING,0.055985
221.05157999999997,22.370677,GALAXY,15.004163,31.96546,23.891216,7.673122999999999,36.895443,STARFORMING,0.056317
221.18424,22.438057,GALAXY,102.8508,398.900604,248.427872,36.300335,552.278442,BROADLINE,0.032466
221.24302999999998,22.447204,GALAXY,18.724699,39.476337,28.018957,11.841498,41.537338,STARBURST,0.11223
221.06151,22.74771,GALAXY,98.139069,406.191162,246.168823,33.667763,594.3801269999999,STARFORMING,0.017631
221.14486000000002,22.706819,GALAXY,26.060177,43.066128000000006,32.378643,18.855736,44.099228,STARBURST,0.066081
221.18212000000003,22.75819,GALAXY,15.353465,36.589375,26.382473,7.118287,43.784554,STARFORMING,0.06376799999999999
220.59262999999999,22.147993,GALAXY,17.893295000000006,41.228523,30.155399,8.457912,45.551155,STARFORMING,0.07950299999999999
220.63418,22.021274,GALAXY,56.95345699999999,159.20597800000004,108.388908,25.936825,191.722977,AGN,0.079728
220.71437999999998,22.065275,GALAXY,41.818756,79.15213,53.76769300000001,29.148716,76.195656,STARBURST,0.110823
220.60122,22.246323999999998,GALAXY,39.046627,88.185905,63.52528,22.127552,102.768044,STARFORMING,0.052465
163.35523999999998,29.148889,GALAXY,30.762831,96.865219,61.64451999999999,14.395210999999998,119.032188,STARBURST,0.117398
163.47115,29.155410999999997,GALAXY,27.056572,81.4161,52.52301,12.315047,97.064796,STARBURST,0.119593
163.35539,28.527406,GALAXY,18.121286,44.056976,30.932014,8.536392999999999,51.341839,STARFORMING,0.08951
163.42779,28.810242,GALAXY,22.947027,38.925037,31.662926,16.802260999999998,42.415112,STARFORMING,0.04043
163.39701000000002,28.35377,GALAXY,24.612625,88.020981,53.26252,9.398973,113.34832,STARFORMING,0.076527
339.1144,14.137182999999999,GALAXY,20.520809,65.567848,42.865993,7.2131,83.688255,STARFORMING,0.093232
338.96022999999997,14.184406,GALAXY,10.806373,23.010351,17.362888,5.974634,28.229599,STARFORMING,0.037642
338.86931,13.970172,GALAXY,11.666268,64.182472,33.145061,3.193569,90.375656,STARFORMING,0.183193
339.4508,14.796507,GALAXY,25.587135,106.790489,67.423805,10.018982,139.835709,STARFORMING,0.149778
339.54413999999997,14.440592,GALAXY,27.002165,85.24499499999997,56.555077,11.000503,113.381477,STARFORMING,0.035989
339.65106000000003,14.32541,GALAXY,24.282763,72.185364,48.404404,10.36901,89.86142,STARFORMING,0.086354
339.45219,14.382754,GALAXY,28.040876,106.342712,66.08856999999999,10.679399,139.87423700000002,STARFORMING,0.08633400000000001
339.47257,14.651136,GALAXY,25.4412,85.896111,56.232765,11.203694,109.188782,STARFORMING,0.103319
339.54721,14.562059,GALAXY,25.528793,58.069019,40.143314,20.738773,64.888306,STARBURST,0.156425
342.93199999999996,12.956145,GALAXY,14.428254,30.153286,23.552139,10.994109,31.947592,STARFORMING,0.025327
149.48835,2.1155647,GALAXY,18.787386,44.981583,33.862709,9.307417,55.292336,STARFORMING,0.125197
149.72818,2.3580394,GALAXY,14.760076000000002,57.619049,39.616756,5.810296,71.811691,STARFORMING,0.21989
130.28036,30.180208,GALAXY,34.829773,95.492599,63.120098,16.208658,107.142448,STARBURST,0.074667
129.95561,28.963347,GALAXY,27.911331,59.405972,43.47403,12.662986,64.52113299999999,STARBURST,0.078786
129.94783,28.832523,GALAXY,15.666752,71.91317,44.881119,6.851924,92.72683,AGN,0.167857
130.01353,29.395683000000002,GALAXY,23.587658,72.713638,47.75835,10.347607,92.230598,STARFORMING,0.056786
130.04821,29.596674,GALAXY,15.098057999999998,40.572853,27.910334,7.610030999999998,49.057007,STARFORMING,0.077609
130.01685,30.007831,GALAXY,23.052168,67.928841,45.500103,11.959777,83.393845,STARFORMING,0.149404
130.19064,30.048859999999998,GALAXY,49.450569,155.667953,99.978455,18.188772,189.631805,STARFORMING,0.076467
130.18621000000002,30.120602,GALAXY,61.337482,191.395889,128.54422,22.523251,241.680603,STARFORMING,0.084711
130.08987,30.146778,GALAXY,17.110257999999998,48.263729,33.051201,6.775178,59.114899,STARFORMING,0.084737
129.81277,30.081082000000002,GALAXY,25.692619,81.369598,53.058788,13.165622,98.633461,STARFORMING,0.17004
129.81595,28.844113,GALAXY,96.093094,398.974487,254.953476,23.083958,533.4865110000002,BROADLINE,0.078961
198.89885,20.53656,GALAXY,34.81953,136.23461899999998,92.080757,13.237865,186.075027,BROADLINE,0.129693
199.03205,20.512928,GALAXY,18.996166,44.250542,31.637085,9.226197,51.393314,STARFORMING,0.089664
199.06978,20.568294,GALAXY,14.035939,28.316833000000006,21.717621,14.885262,33.164101,STARFORMING,0.022718
199.06766000000002,20.548948,GALAXY,4.708847,8.760978,7.022467,3.956969,10.475086,STARFORMING,0.022696
198.9183,20.636489,GALAXY,9.807842,28.427696,19.768948,3.481046,33.393181,STARFORMING,0.061169000000000015
145.32079,5.1592337,GALAXY,26.865038,58.577709,42.3713,19.033295000000006,65.981934,STARBURST,0.181926
145.67667,5.239859,GALAXY,24.850485,87.14121999999998,58.970528,10.119593,110.950195,STARFORMING,0.160162
145.87795,5.768400499999999,GALAXY,21.47636,77.735535,50.958508,9.160948,102.966476,STARFORMING,0.08635599999999999
145.87045,5.753889599999999,GALAXY,17.704559,34.466099,25.178137,9.705314,36.927124,STARBURST,0.085608
145.84546,5.5922672,GALAXY,18.494196,46.71999,32.592968,9.340908,54.99052800000001,STARFORMING,0.085491
145.74507,5.5766002,GALAXY,23.946884,87.709824,57.64389,8.875002,116.322929,STARFORMING,0.088074
145.62639,5.751721400000001,GALAXY,17.2644,54.437359,37.203644,7.664605,70.66469599999998,STARFORMING,0.094301
145.65819,5.7790648000000004,GALAXY,34.568515999999995,107.020638,73.98738900000002,13.303568,121.72908,STARFORMING,0.091386
310.3085,0.85189259,GALAXY,10.295438,18.654383,14.726785,5.601198,19.510233,STARBURST,0.139485
310.13126,1.0359839,GALAXY,8.102996000000001,19.351774,14.048018,4.260157,20.716543,STARBURST,0.179369
310.20984,1.0004693,GALAXY,5.419829,14.343433,10.198612,3.234235,16.478026999999994,STARFORMING,0.201335
310.8074,0.42708495,GALAXY,5.136342,15.493315,10.792473,2.639344,18.84618,STARBURST,0.243631
310.68228,0.66672957,GALAXY,5.069801999999998,10.043008,7.872733999999999,1.746058,10.7465,STARBURST,0.077306
310.70685,0.51790756,GALAXY,12.723758,35.997147,24.587427,6.222597,42.877457,STARFORMING,0.120596
310.43787000000003,0.42944521,GALAXY,9.167012,20.336851,15.139128,3.96781,23.891634,STARFORMING,0.08087899999999999
310.35168,0.44310778,GALAXY,3.5387720000000003,12.57597,8.567419000000001,1.456958,14.18354,STARFORMING,0.215018
310.43338,0.55238873,GALAXY,8.253083,21.228308,14.647163,3.356864,25.188618,STARFORMING,0.089655
310.45462000000003,1.064859,GALAXY,7.758286,20.355106,14.793373,3.433095,23.173487,STARFORMING,0.17868699999999998
310.62642999999997,0.92972839,GALAXY,4.773757,12.648008,9.22744,1.728156,14.573429999999998,STARFORMING,0.051331
310.45645,1.0893915,GALAXY,7.364437,30.603016,19.173529,2.623888,40.072174,STARFORMING,0.1791
310.44656000000003,1.2516186000000002,GALAXY,5.785112000000002,13.710689000000002,10.150167,2.907792,15.012862,STARBURST,0.22735
199.56994,56.247069999999994,GALAXY,12.627751,43.637936,28.363918,7.15999,52.373524,STARFORMING,0.180523
199.55012,56.129096999999994,GALAXY,16.701245999999998,33.065697,25.597908,10.691351,34.037304,STARBURST,0.189815
199.43933,56.19358199999999,GALAXY,30.272694,104.730301,67.683952,10.412488,132.71991,STARFORMING,0.081729
198.38101,55.579242,GALAXY,20.298529,70.133057,45.783268,7.378505,88.251266,STARFORMING,0.116836
198.65059,55.591728,GALAXY,16.187759,45.294083,32.28376,6.932067,53.408447,STARFORMING,0.08100700000000001
198.70967,55.787957999999996,GALAXY,23.202656,70.38262900000002,48.012714,8.204636,88.297546,STARFORMING,0.117217
198.60575,55.953928000000005,GALAXY,20.962343,88.675827,53.605648,6.433794,122.271904,STARFORMING,0.087962
198.78472,56.279545,GALAXY,43.100998,144.928909,100.590172,13.846399,184.695023,BROADLINE,0.08839
198.52447,56.388830000000006,GALAXY,16.431867999999998,59.098511,37.121548,6.2084,77.140373,STARFORMING,0.099912
199.05261000000002,56.160143000000005,GALAXY,9.931503,24.914034,17.432077,6.24531,29.069027,STARFORMING,0.088386
198.52677,56.372779,GALAXY,20.550014,69.48689300000001,45.645649,8.368160000000001,89.78495,STARFORMING,0.099544
198.64473999999998,56.572058999999996,GALAXY,24.231514,69.312325,44.7705,12.427681,80.69573199999998,STARBURST,0.144072
129.84075,29.553758000000002,GALAXY,18.116858,36.490658,27.123104,8.853311999999997,41.305256,STARFORMING,0.063964
11.178894,1.0028685,GALAXY,12.576965,41.59251,27.154688,3.784734,54.716,STARFORMING,0.125121
11.302613000000001,0.72095802,GALAXY,1.214712,1.930084,2.038361,1.792297,3.112791,STARBURST,0.26300500000000004
163.47396,-1.1400335,GALAXY,50.078857,162.473221,108.267296,19.539503,212.133469,STARFORMING,0.048641
163.22643,-0.7725979000000001,GALAXY,39.875397,153.471344,100.760628,12.284918,204.644531,BROADLINE,0.094534
163.38158,-0.77835161,GALAXY,17.218117000000003,61.37298199999999,39.993336,6.676009,79.26754,AGN,0.113941
163.59018,-0.01538584,GALAXY,34.558968,115.628281,76.24646,13.710783,150.1884,STARFORMING,0.107162
163.53621,-0.01973043,GALAXY,33.270161,70.908424,53.520798,15.190357999999998,82.223167,AGN,0.108132
163.52833,-0.41981975,GALAXY,42.930115,185.557785,106.075905,16.162289,248.15715,STARFORMING,0.09261
163.52566000000002,-0.04428568,GALAXY,15.647575,63.381359,39.629791,5.36302,86.596558,STARFORMING,0.135286
163.35796000000002,-0.24080094,GALAXY,27.367754,69.020645,47.394806,13.526368,80.967606,STARFORMING,0.07498300000000001
145.52354,5.4636267,GALAXY,17.759945000000005,71.167068,46.497429,6.001727,95.810081,AGN,0.119957
145.48882,5.5981726,GALAXY,25.03458,83.592606,55.39158199999999,9.777094,108.047455,STARFORMING,0.075575
145.51557,5.6592395,GALAXY,13.180564000000002,30.058388,22.312386,6.7873839999999985,37.111881,STARFORMING,0.087102
145.47636,5.5640766,GALAXY,32.35928,52.891617,41.853962,19.870871,56.13494100000001,STARBURST,0.070656
0.89487302,-0.5132369999999999,GALAXY,11.545124,38.524815,25.150043,5.414213,48.957607,STARFORMING,0.157497
0.707394,-0.089613,GALAXY,7.6437789999999985,27.608166,17.120289,2.785114,38.029293,STARFORMING,0.090894
0.86829603,-0.318721,GALAXY,11.266682,20.482536,16.279963000000002,7.1758039999999985,23.139734,STARFORMING,0.043779000000000005
0.89073497,-0.12619901,GALAXY,9.806755,33.259995,22.675692,4.209156,42.43367,STARFORMING,0.247793
0.61395299,0.10538800000000001,GALAXY,5.874822,10.751815,8.663098,3.457901,12.862162,STARFORMING,0.12578599999999998
0.59935498,0.050655,GALAXY,7.90802,17.286764,12.932502,4.250768,20.645081,STARFORMING,0.08352899999999999
0.72673398,-0.024534999999999998,GALAXY,9.723506,25.639027,18.188822,4.405787,32.24852,STARFORMING,0.134769
0.76568198,-0.32026401,GALAXY,6.753496000000001,29.431442,18.086292,2.141146,41.834778,STARFORMING,0.083597
0.79065001,-0.069608,GALAXY,3.128221,9.416842,6.522354,1.502171,11.759096,STARFORMING,0.078193
0.76305401,-0.042592000000000005,GALAXY,14.789469,41.470543,29.234669,6.738587,51.553864,STARFORMING,0.089658
0.137898,-1.058727,GALAXY,7.066731,31.486765,20.416182,2.584219,44.988041,STARBURST,0.281264
0.23343199,-1.101457,GALAXY,7.437366,13.371285999999998,11.36876,2.856525,12.717052,STARFORMING,0.07407899999999999
0.11288800000000002,-0.9189440000000001,GALAXY,10.489531,22.599157,17.408545,4.943194,23.501053,STARFORMING,0.109118
0.383506,-0.318744,GALAXY,9.158869,29.727741,19.909037,4.391729,35.90399199999999,STARFORMING,0.104421
0.36201701,-0.5238659999999999,GALAXY,8.994335000000003,24.619045,17.177944,4.083007,29.280399,STARFORMING,0.12798900000000002
0.42143601,-0.257523,GALAXY,7.652723,22.511652,14.94661,3.474788,24.201643,STARBURST,0.106726
0.37542,-0.50534898,GALAXY,7.0469990000000005,19.20927,13.737561,2.573684,22.475954,STARFORMING,0.10846300000000003
0.37669799,-0.071609,GALAXY,10.987172,24.607626,17.801712,5.586018,27.401075,STARBURST,0.107416
0.572088,-0.36803699,GALAXY,5.483115,19.126471,12.871126,2.659027,26.024197,STARBURST,0.28122600000000003
0.35837701,-0.29651901,GALAXY,5.002802,12.168273,8.95648,2.005121,14.160216,STARFORMING,0.107468
0.47738701,-0.19623899,GALAXY,7.732189999999999,22.208031,15.288155,3.315543,27.263439,STARFORMING,0.125774
0.07478,-1.224259,GALAXY,9.0344,24.329777,17.032503,3.5949089999999995,29.698042,STARFORMING,0.11228
359.87467999999996,-1.2389309,GALAXY,5.113484,13.753905,9.778516,2.256757,15.813614,STARFORMING,0.127495
359.98225,-1.142068,GALAXY,6.183452,19.514074,13.666326000000002,2.124723,21.65893,STARBURST,0.201261
204.74271000000002,61.832692,GALAXY,52.419041,84.112923,70.56031800000002,38.038418,93.769325,STARBURST,0.03126
204.37951999999999,61.61993100000001,GALAXY,21.249231,50.678104,36.759182,12.182505,58.036892,STARFORMING,0.10518
133.44505,31.536672999999997,GALAXY,21.562346,50.246578,36.928974,10.63002,57.34764499999999,STARFORMING,0.076209
133.24145,31.508915000000002,GALAXY,17.632725,61.057587,40.598724,6.775619,76.548416,STARFORMING,0.116825
133.45038,31.305502,GALAXY,15.030860999999998,37.120991,27.181023,8.191619000000001,44.850334,STARFORMING,0.090636
133.32527,31.471721999999996,GALAXY,25.587112,52.852932,39.102329,12.92262,59.430565,STARFORMING,0.07264
133.16116,32.342174,GALAXY,25.768232,51.159378,39.39324600000001,12.117821,56.117916,STARFORMING,0.073558
133.21493999999998,32.363878,GALAXY,19.522991,53.507427,38.042969,7.805898,65.000084,STARFORMING,0.07338099999999999
133.61647,32.004725,GALAXY,12.086633,46.867306,30.754353,4.655164,62.967487,STARFORMING,0.117174
133.21185,31.961133,GALAXY,14.709984,55.636921,34.75307100000001,4.986548,73.800568,STARFORMING,0.07389
133.61072,31.839710999999998,GALAXY,2.696482,32.329327,16.615873,0.5584939999999999,47.778976,BROADLINE,0.410009
163.59266000000002,-0.36496532,GALAXY,92.776909,375.617889,235.633881,29.305834,518.384155,BROADLINE,0.040961
163.29743,-0.69090967,GALAXY,6.137699,11.768145,9.018089,5.0042550000000015,14.10812,STARFORMING,0.041243
163.22499,-0.68278112,GALAXY,41.439816,148.365631,89.64164,17.616979999999995,191.142654,STARFORMING,0.075035
163.33758999999998,-0.68660976,GALAXY,33.694702,79.257317,57.585255,17.21088,96.508163,STARFORMING,0.04118
163.26275,-0.68530967,GALAXY,11.405329,45.240433,27.414001000000006,4.365449,60.264042,STARFORMING,0.075831
163.33213999999998,-0.32788021,GALAXY,12.741764,38.468426,24.34831,6.494288,47.56557100000001,STARBURST,0.075519
163.28582,-0.16857371,GALAXY,21.846054,77.754913,50.160156,9.038983,103.532906,STARFORMING,0.136025
163.33649,-0.60638107,GALAXY,21.469339,56.981644,40.346127,14.783120000000002,71.330444,STARFORMING,0.018496
163.29998999999998,-0.50000782,GALAXY,20.72176,43.586132,31.327984000000004,11.16205,48.909698,STARBURST,0.072271
163.25815,-0.09266056,GALAXY,9.862714,14.033588,11.841072,8.50964,20.64558,STARBURST,0.038347000000000006
163.26415,-0.33286344,GALAXY,64.95174399999999,151.85333300000005,108.796432,32.354896999999994,175.782654,STARFORMING,0.075268
163.22383,-0.15002127,GALAXY,11.805935,44.124409,27.786909,6.109092,58.44773100000001,STARFORMING,0.150793
163.34575,-0.06444949,GALAXY,22.133341,54.626568000000006,36.71624,13.151162,61.568012,STARBURST,0.109192
163.26312,-0.22521946,GALAXY,15.433151,33.463127,24.886097,8.860973,38.455505,STARFORMING,0.051282000000000015
163.19261,-0.53946492,GALAXY,6.9381080000000015,30.340809000000004,19.103792,3.011782,40.879463,STARFORMING,0.141522
163.02827,-0.56081157,GALAXY,195.269409,749.298767,479.95282,56.39315799999999,1014.09351,BROADLINE,0.018466
163.11552,-0.6067328000000001,GALAXY,31.307018,59.682198,47.711517,22.13747,70.593437,STARFORMING,0.021498
163.04067,-0.70909044,GALAXY,17.13125,36.956276,26.627235,10.778461,43.501717,STARBURST,0.048867
163.10192,-0.50053879,GALAXY,26.544867,68.315674,46.486919,12.796419,80.349007,STARFORMING,0.07251200000000001
163.03918000000002,-0.65835256,GALAXY,9.537248,48.227612,27.099094,3.304383,69.054367,STARFORMING,0.09458
163.14587,-0.51707398,GALAXY,24.065306,91.488884,57.775551,8.290815,122.563515,STARFORMING,0.073324
131.83781000000002,30.543018,GALAXY,11.638514,30.882477,21.231937,5.614398,36.069992,STARFORMING,0.06994600000000001
131.82317,30.240865999999997,GALAXY,10.346358,35.868904,23.40064,4.314538,43.170116,STARFORMING,0.19458
131.83392,30.056997999999997,GALAXY,16.115761,45.799129,31.528254,7.254693,54.082771,STARFORMING,0.06887
131.84626,29.958085999999998,GALAXY,11.518995,36.088688,25.231392,5.0533160000000015,42.385704,STARFORMING,0.10589
132.44566,30.575575,GALAXY,17.068499,47.922707,33.376286,8.249953,58.397034,STARFORMING,0.112414
132.49,30.792903999999997,GALAXY,10.799751,24.483801,18.143452,5.5695120000000005,27.024416,STARFORMING,0.05499
132.49595,30.773026,GALAXY,33.836941,72.800735,50.547421,20.104408,80.525726,STARBURST,0.100838
132.35221,30.818164000000003,GALAXY,8.469778,15.42811,12.53619,4.87616,16.687092,STARFORMING,0.05424
132.34588,31.180363,GALAXY,18.31039,43.382565,31.17252,10.356796,49.833439,STARBURST,0.129253
